retiro,entrega,tamano,opcion_de_entrega,cantidad_de_paquetes,cantidad_de_asistentes,lat_retiro,lng_retiro,lat_entrega,lng_entrega,km,precio
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",medium,coordinado,10,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3541
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,323
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,933
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1543
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2153
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2763
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,1,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3373
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,423
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1033
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1643
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2253
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2863
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,2,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3473
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,524
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1134
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1744
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2354
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2964
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,3,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3574
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,625
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1235
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1845
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2455
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3065
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,4,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3675
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,725
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1335
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1945
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2555
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3165
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,5,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3775
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,826
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1436
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2046
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2656
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3266
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,6,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3876
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,927
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1537
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2147
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2757
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3367
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,7,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3977
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1027
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1637
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2247
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2857
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3467
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,8,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,4077
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1128
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1738
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2348
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2958
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3568
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,9,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,4178
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1229
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1839
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2449
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3059
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3669
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,express,10,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,4279
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,213
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,823
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1433
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2043
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2653
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,1,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3263
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,259
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,869
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1479
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2089
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2699
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,2,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3309
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,305
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,915
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1525
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2135
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2745
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,3,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3355
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,350
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,960
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1570
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2180
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2790
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,4,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3400
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,396
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1006
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1616
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2226
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2836
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,5,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3446
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,442
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1052
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1662
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2272
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2882
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,6,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3492
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,488
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1098
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1708
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2318
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2928
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,7,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3538
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,533
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1143
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1753
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2363
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2973
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,8,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3583
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,579
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1189
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1799
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2409
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3019
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,9,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3629
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,0,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,625
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,1,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1235
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,2,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,1845
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,3,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,2455
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,4,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3065
"Arocena, Montevideo, Uruguay","Mantua, Montevideo, Uruguay",large,coordinado,10,5,-34.8872037,-56.0578942,-34.8874709,-56.0509052,0.639573576,3675